query,value
pachucavsamerica,4900
pachucavsamericaenvivo,3400
mexicovspanama,2200
chivasvsqueretaro,1100
supernova,850
conozcosupiellarecorritantasveces,350
4x4tro,200
harrystyles,130
ebriodeamor,130
tododelv,110
4x4,100
keniaos,80
aaa,70
gorillaz,70
paletadamepaleta,60
canasteo,60
