query,value
americavspachuca,5000
pachucavsamericaenvivo,3550
chivasvsqueretaro,1550
hytale,700
4x4tro,500
keniaos,200
paletadamepaleta,110
ebriodeamor,100
yeisonjiménez,90
bts,80
vegetta777,80
latinmafia,70
gusgri,60
omarcamacho,50
