query,value
pachucavsamerica,5000
pachucavsamericaenvivo,3500
chivasvsqueretaro,1450
4x4tro,500
keniaos,250
4x4,170
ebriodeamor,110
hytale,110
paletadamepaleta,100
yeisonjiménez,80
gorillaz,70
bts,60
latinmafia,60
omarcamacho,50
