query,value
goldenglobes2026,3300
yeisonjimenez,3200
yeisonjiménez,2500
euphoriaseason3trailer,1950
shinywr,1700
kaismind,1550
bearsvspackers,1550
nikkiglasergoldenglobes,1200
barcelonavsrealmadrid,950
hytale,950
deadpoolmarvelrivals,850
indianavsoregon,800
fettywap,300
年代向前看,250
chicagobears,190
kaicenat,180
brunomars,170
druski,150
j.cole,140
irannews,130
tousitv,130
jcole,110
marvelrivals,110
realmadrid,110
zachbryan,100
