query,value
中天新聞,5000
alexpretti,5000
黃國昌,4400
apertureharrystyles,1300
民眾黨,1050
韓國瑜,1050
alexhonnold,950
paddypimblettvsjustingaethje,950
invincibleseason4trailer,850
minneapolisshooting,850
seahawksvsrams,850
川普,800
fable,650
mastersoftheuniversetrailer,500
ufc324,500
winterstorm,350
harrystyles,250
brawadis,200
ryanhally'all,190
ryanhall,180
ufc,150
weather,140
melaniemartinez,120
lolpodcast,60
brookemonk,60
