query,value
iceshooting,5000
minneapolisshooting,5000
iceshootinginminneapolistoday,3000
bearsvspackers,1900
miamivsolemiss,1750
yeisonjimenez,1200
yeisonjiménez,1100
goldenglobes2026,1000
ces2026,1000
49ersvseagles,900
goldenglobes,700
realmadridvsbarcelona,700
billsvsjaguars,650
shinywr,450
greenland,350
steelersvsravens,300
diamondgym,300
elranchodedestino,300
fettywap,200
steelers,180
a$aprocky,170
brunomars,140
jimmykimmel,130
chicagobears,110
stephencolbert,110
