query,value
goldenglobes2026,3500
yeisonjimenez,2700
yeisonjiménez,2200
bearsvspackers,1800
shinywr,1600
euphoriaseason3trailer,1250
miamivsolemiss,1250
kaismind,1200
nikkiglasergoldenglobes,1150
barcelonavsrealmadrid,950
indianavsoregon,900
hytale,800
fettywap,400
realmadrid,300
brunomars,200
chicagobears,200
tousitv,150
irannews,140
kaicenat,120
iceshooting,120
iran,120
zachbryan,110
greenland,90
golden,90
druski,90
