query,value
隊長,5000
中天新聞,5000
年代向錢看,4150
黃國昌,4050
mastersoftheuniversetrailer,2800
alexpretti,2600
57爆新聞,2300
kingsmanmarvelrivals,1950
darkoutlaw,1950
winterstorm,1600
miamivsindiana,1500
kingsman,1500
apertureharrystyles,1450
cecemarvelrivals,1300
陳破空,1150
民眾黨,1050
seahawksvsrams,1000
paddypimblettvsjustingaethje,1000
ryanhally'all,950
patriotsvsbroncos,950
ryanhall,900
alexhonnold,750
ufc324,750
shotshow2026,700
fable,550
