query,value
이해찬,5000
핫소스박민정,4100
송형주,3300
박민정결혼,3150
박민정,2800
차은우탈세,2350
맨유아스날,2300
차은우세금,2250
이해찬별세,1450
트레이비,1100
t1kt,1100
차은우,1000
최미나수,950
ㄱㄱ,750
이혜훈,450
적우,400
엔드필드,350
이혜훈청문회,350
솔로지옥,300
촌장엔터테인먼트,300
명일방주엔드필드,250
솔로지옥5,250
김연경,250
김건희,250
핫소스,250
