query,value
한덕수,3550
한덕수선고,3100
임성근음주운전,2550
송형주,2100
박민정결혼,2050
맨유맨시티,2000
스트레스많이받을거야,2000
박민정,1750
야차의세계,1600
이사랑통역되나요,1250
솔로지옥5,1250
t1한화,1200
김동현밈,1150
이사랑통역되나요,1100
이혜훈청문회,1100
차은우탈세,950
엔드필드,900
운동많이된다,850
김동현운동많이된다,750
명일방주엔드필드,700
트레이비,700
엑시인피니티코인,650
김선호,500
우리기술,400
김동현,300
