query,value
윤석열구형,5000
골든디스크제니,5000
골든디스크,5000
버스파업,3300
골든디스크2026,2800
윤석열재판,1350
필랑트,1100
윤석열,800
탁재훈신정환,700
신정환,600
최강록우승,500
노빠꾸,500
노빠꾸탁재훈,450
이란시위,450
유퀴즈임성근,450
감스트기래민,400
기래민,400
뚜밥,300
스포츠토토,300
이란,300
비비편지,300
탁재훈,250
김민재,200
안세영,190
피식대학,190
