query,value
제니골든디스크,5000
골든디스크,4950
버스파업,3050
윤석열구형,1500
윤석열사형,1200
필랑트,1050
구룡마을화재,600
최강록우승,500
이란시위,400
스포츠토토,350
쇼미더머니12,300
이란,300
비비편지,300
윤석열,300
쇼미12,300
뉴스타파,300
김민재,250
신정환,190
쇼미더머니,190
노빠꾸신정환,180
윤석열재판생중계,180
피식대학,180
lck,170
노빠꾸탁재훈신정환,170
탁재훈신정환,160
