query,value
윤석열구형,5000
탁재훈신정환,5000
노빠꾸탁재훈신정환,5000
골든디스크,5000
윤석열재판,1950
신정환,1850
윤석열사형,1600
노빠꾸탁재훈,1450
기래민,750
윤석열,650
탁재훈,350
안세영,350
김프로,350
최강록우승,300
에이핑크,250
이란,250
스프링피버,200
스포츠토토,150
은애하는도적님아,140
판사이한영,140
최강록,130
메이드인코리아,130
피식대학,110
감스트,100
알파드라이브원,100
