query,value
한덕수,3650
한덕수선고,2950
야차의세계,2600
스트레스많이받을거야,2600
임성근음주운전,2550
크루셜스타,2350
맨유맨시티,2050
김동현밈,1650
도리코,1500
운동많이된다,1350
이사랑통역되나요,1300
이사랑통역되나요,1200
김동현운동많이된다,1200
나는솔로라방,1000
솔로지옥5,900
엔드필드,700
김하온,650
쇼미12,650
환승연애4최종선택,550
명일방주엔드필드,500
ㄱㄱ,450
우리기술,450
김선호,450
쇼미,450
쇼미더머니12,400
