query,value
한덕수,3600
한덕수선고,3250
최미나수,2950
박민정결혼,2850
송형주,2850
임성근음주운전,2600
박민정,2250
이혜훈청문회,2100
솔로지옥5,1550
트레이비,1150
t1kt,1050
엔드필드,700
ㄱㄱ,700
이혜훈,650
김민지,650
명일방주엔드필드,600
스트레스많이받을거야,450
차은우,450
언텔,450
언더커버미스홍,400
야차의세계,300
김선호,300
풍향고,300
우리기술,300
풍향고2,300
