query,value
김동현운동많이된다,1650
맨유맨시티,1600
이사랑통역되나요,1100
이사랑통역되나요,850
필랑트,800
쇼미12,500
쇼미더머니12,400
윤석열구형,300
알파드라이브원,170
피식대학,150
이란,150
lck,140
스포츠토토,120
한동훈,120
안성재두바이,110
다니엘,110
t1,100
윤석열,100
최강록,90
리니지클래식,70
엔하이픈,70
두쫀쿠,60
신의악단,60
안성재,40
봉준,40
