query,value
탁재훈신정환,4600
골든디스크,4100
노빠꾸탁재훈신정환,4050
김프로,1750
신정환,1550
윤석열재판,1150
노빠꾸탁재훈,1050
스프링피버,1000
안세영,700
기래민,600
lck,550
에이핑크,400
탁재훈,350
윤석열,250
스포츠토토,250
은애하는도적님아,250
미궁,200
판사이한영,170
우니,140
감스트,110
이란,110
메이드인코리아,90
최강록,70
롤,70
골든,70
