query,value
야차의세계,2650
임성근음주운전,2500
스트레스많이받을거야,2450
한덕수,2450
한덕수선고,2150
맨유맨시티,2000
크루셜스타,1950
김동현밈,1650
도리코,1550
운동많이된다,1500
김동현운동많이된다,1400
이사랑통역되나요,1300
이사랑통역되나요,1200
합숙맞선김태인,1050
김하온,850
쇼미12,650
솔로지옥5,550
쇼미더머니12,500
쇼미,450
김선호,450
우리기술,350
김동현,300
롱샷,300
김민재,250
포스코dx,250
