query,value
탁재훈신정환,3850
노빠꾸탁재훈신정환,3350
골든디스크,2900
골든디스크2026,2000
김프로,1700
스프링피버,1100
윤석열재판,1000
노빠꾸탁재훈,900
lck,500
기래민,450
에이핑크,400
탁재훈,300
판사이한영,300
윤석열,250
스포츠토토,160
소향,100
삼성전자주가전망,90
감스트,90
삼성전자,90
리니지클래식,90
강유미,80
저라뎃,80
메이드인코리아,80
골든,70
최강록,60
