query,value
마두로,5000
베네수엘라,2750
미국베네수엘라,2450
김프로,1450
묘정,1250
리니지클래식,900
소향,500
강유미,500
신의악단,300
김지영,250
송도순,250
lck,200
만약에우리,180
임짱,160
현대차,160
삼성전자주가전망,110
jtbc,100
저라뎃,100
삼성전자,80
박나래,80
베트맨토토,70
이재명,70
골든,70
파워볼,60
아기맹수,60
