query,value
이해찬,5000
최미나수,4400
핫소스박민정,3450
송형주,3300
박민정결혼,3150
박민정,2650
맨유아스날,2350
차은우탈세,2150
차은우세금,2000
한덕수선고,1800
한덕수,1650
t1kt,1200
트레이비,1200
솔로지옥5,900
차은우,800
ㄱㄱ,800
엔드필드,600
솔로지옥,550
김민지,550
명일방주엔드필드,450
이혜훈,450
드래곤소드,450
이혜훈청문회,400
촌장엔터테인먼트,300
핫소스,250
